session,category,state,browser,language,os,id,prod_cat,ad_id,purch_flag
1760087614,"student","il","Chrome","cn","xp",7474,"tablet",12,"0"
1990085440,"personal","nj","Chrome","cn","win7",4155,"mobile",18,"0"
1931783217,"personal","nv","Chrome","en","win8",1894,"server",18,"0"
1516003732,"student","fl","Safari","cn","win7",2213,"desktop",5,"0"
1617268346,"personal","mi","Opera","fr","win7",901,"mobile",1,"0"
1423050046,"student","az","IE","en","win7",5966,"mobile",15,"0"
1280920744,"business","fl","IE","cn","win7",6323,"mobile",6,"0"
1266221022,"student","sc","Chrome","cn","win7",9690,"server",12,"0"
1461249892,"student","ca","Mobile","en","win7",9520,"laptop",10,"0"
1142547887,"business","or","Mobile","cn","win7",7857,"mobile",10,"1"
1511544344,"personal","wi","Chrome","en","win7",3097,"laptop",8,"0"
1646187257,"student","il","IE","ru","win7",1076,"laptop",10,"0"
1734026381,"business","il","IE","cn","Mac",6379,"tablet",12,"0"
1495899607,"personal","fl","Chrome","en","win7",4455,"tablet",3,"0"
1309509133,"personal","pa","IE","sp","xp",3358,"desktop",3,"0"
1223721567,"student","ca","Chrome","en","win7",5417,"laptop",10,"0"
1249928479,"student","mo","IE","en","win7",5251,"laptop",9,"0"
1172116618,"personal","ma","Chrome","cn","Mac",6671,"laptop",13,"0"
1254448705,"student","il","Chrome","cn","xp",3363,"laptop",14,"0"
1019461574,"personal","ia","Safari","en","win7",9465,"tablet",4,"0"
1182857847,"student","co","IE","jp","win7",3267,"tablet",9,"0"
1995005384,"personal","ne","Mobile","ru","xp",9519,"server",9,"0"
1855645589,"business","mi","IE","de","win7",8093,"desktop",7,"0"
1179319423,"personal","ca","Chrome","en","win7",1075,"tablet",10,"0"
1861078261,"personal","mo","Safari","cn","win7",4209,"desktop",18,"0"
1566600072,"business","mn","Firefox","en","win7",5171,"tablet",6,"0"
1402512387,"personal","nc","Firefox","cn","win7",8997,"tablet",12,"0"
1127895044,"personal","nj","Mobile","jp","win7",9246,"desktop",2,"0"
1052131409,"personal","fl","Safari","en","win7",4898,"mobile",7,"0"
1497605105,"personal","pa","Chrome","jp","win7",3092,"desktop",16,"0"
1958938166,"student","ma","Chrome","cn","win7",6664,"tablet",8,"0"
1771429093,"business","tx","Chrome","sp","win7",3902,"tablet",9,"0"
1452565524,"business","ok","IE","jp","win7",8357,"desktop",16,"0"
1445809167,"personal","az","IE","en","win7",9701,"desktop",15,"0"
1429992730,"personal","ga","IE","en","Mac",2486,"laptop",5,"0"
1975795034,"business","ca","IE","en","win7",4091,"tablet",6,"0"
1959801631,"personal","md","Firefox","en","xp",9838,"desktop",6,"0"
1592200683,"student","nj","Chrome","en","vista",9597,"mobile",18,"0"
1158573660,"personal","ky","Chrome","sp","win7",7343,"server",8,"0"
1962072813,"business","wa","Chrome","en","win8",1933,"laptop",1,"0"
1253775376,"student","ms","Mobile","cn","xp",2666,"tablet",17,"0"
1210869261,"business","tx","Mobile","en","win7",5140,"laptop",8,"0"
1402917541,"business","in","Chrome","cn","win7",7495,"mobile",1,"0"
1743457387,"business","oh","IE","jp","linux",5592,"laptop",12,"0"
1142978567,"student","tx","IE","en","win7",1372,"desktop",12,"0"
1701717889,"business","nc","IE","sp","win7",2041,"mobile",18,"0"
1541869878,"student","mi","Chrome","en","win7",441,"mobile",8,"0"
1559459486,"personal","fl","Mobile","en","linux",7255,"mobile",14,"0"
1587033424,"personal","ca","Chrome","de","Mac",6319,"tablet",10,"0"
1196186229,"student","ny","Mobile","en","linux",9497,"desktop",4,"0"
1061156477,"personal","mo","Chrome","cn","win7",6348,"laptop",13,"0"
1360382373,"personal","pa","Chrome","en","win7",890,"laptop",17,"0"
1804896114,"student","ne","Mobile","cn","win8",8985,"mobile",16,"0"
1958836274,"personal","ia","Firefox","sp","win7",1868,"tablet",18,"1"
1221344099,"business","vt","Firefox","cn","win8",576,"laptop",6,"0"
1841547594,"business","ct","Chrome","de","Mac",9135,"tablet",18,"0"
1142310363,"student","va","Firefox","cn","win7",1496,"laptop",16,"0"
1008049783,"student","mn","IE","en","xp",4640,"laptop",2,"0"
1201385435,"personal","in","Chrome","en","win7",9132,"server",16,"0"
1661916759,"personal","ny","Chrome","cn","xp",9758,"laptop",13,"0"
1679964236,"business","va","Safari","en","xp",7462,"desktop",12,"0"
1730388644,"personal","ma","IE","en","win7",1693,"tablet",2,"0"
1553383934,"personal","nj","Safari","ko","Mac",4982,"tablet",14,"0"
1985433011,"personal","ny","Chrome","sp","xp",6902,"tablet",1,"0"
1788939369,"business","ca","Chrome","cn","win8",365,"laptop",3,"0"
1467172965,"business","ny","Chrome","cn","vista",5236,"tablet",6,"0"
1066031459,"personal","ny","Chrome","en","win7",1948,"server",10,"0"
1253289701,"student","ct","Firefox","en","linux",6752,"tablet",9,"0"
1977777408,"student","sc","Firefox","en","win7",9277,"laptop",15,"0"
1709718480,"personal","nj","Firefox","en","Mac",7897,"desktop",11,"0"
1282975901,"personal","hi","Chrome","cn","vista",7311,"laptop",10,"0"
1737107426,"business","sd","Safari","de","xp",7322,"laptop",4,"0"
1667703288,"personal","ca","Chrome","en","Mac",6324,"laptop",2,"0"
1691181300,"business","al","Firefox","jp","win8",8157,"desktop",17,"0"
1085656202,"personal","ca","Chrome","en","win7",7507,"desktop",12,"1"
1867088940,"personal","ca","Firefox","jp","win7",5399,"desktop",15,"1"
1522013550,"student","ar","Safari","cn","win7",1889,"desktop",15,"1"
1029307372,"student","ky","Chrome","sp","win8",9947,"laptop",7,"0"
1716543082,"student","ne","IE","en","xp",3295,"desktop",3,"0"
1112339316,"personal","ia","Chrome","ar","win7",3420,"mobile",16,"0"
1679837629,"business","ny","IE","en","linux",8867,"laptop",7,"0"
1886135569,"student","fl","Chrome","fr","win7",5960,"mobile",13,"0"
1413505316,"personal","ks","IE","sp","win7",4464,"desktop",10,"0"
1403027909,"personal","nj","Chrome","en","Mac",3960,"laptop",12,"1"
1015630816,"personal","il","Firefox","cn","win7",172,"laptop",11,"0"
1290949608,"business","ct","Safari","en","win7",8990,"mobile",6,"0"
1810932219,"business","tx","Chrome","cn","win7",3989,"laptop",2,"1"
1039745399,"business","vt","Chrome","sp","Mac",1157,"server",9,"0"
1562873759,"student","wa","Mobile","cn","win7",4236,"desktop",13,"0"
1954230953,"business","tx","Firefox","en","win7",4524,"desktop",4,"0"
1364087466,"personal","or","Firefox","sp","win7",9910,"desktop",15,"0"
1634497441,"business","ca","IE","de","win7",9790,"tablet",9,"0"
1013647970,"personal","wi","Safari","en","win8",1721,"laptop",14,"0"
1302013151,"personal","tx","IE","cn","win7",2903,"mobile",15,"0"
1011988855,"student","il","Mobile","cn","win7",897,"mobile",12,"1"
1416425872,"student","tx","Chrome","sp","win7",7162,"tablet",9,"0"
1195537366,"student","nc","Chrome","en","win7",509,"desktop",2,"0"
1683939332,"personal","ca","Firefox","en","win7",3340,"desktop",17,"0"
1154850835,"business","ne","Chrome","sp","xp",4075,"laptop",2,"0"
1468311368,"business","fl","IE","cn","win7",4563,"laptop",6,"0"
1316869887,"business","mn","Mobile","en","win8",5029,"desktop",8,"0"
1362412993,"personal","ga","Firefox","de","xp",4827,"laptop",2,"0"
1915887530,"business","vt","IE","en","win7",8836,"desktop",16,"0"
1923203986,"personal","al","Chrome","ko","win7",2341,"server",4,"0"
1587792865,"personal","tn","Chrome","jp","win7",3967,"laptop",7,"0"
1999016218,"personal","ia","Chrome","ar","win7",9746,"tablet",9,"0"
1793775381,"business","nm","IE","cn","win7",538,"laptop",17,"0"
1354062711,"personal","az","Chrome","sp","win7",3982,"desktop",8,"0"
1119748693,"business","ca","IE","pt","win7",6717,"laptop",3,"0"
1185427526,"business","fl","Mobile","en","win7",393,"mobile",11,"0"
1924476381,"student","ca","IE","jp","win7",8259,"tablet",7,"0"
1335159046,"student","md","Firefox","cn","xp",7935,"desktop",6,"0"
1363275501,"business","ct","Firefox","en","xp",8464,"mobile",16,"0"
1824597950,"business","tn","IE","fr","Mac",3548,"desktop",6,"0"
1526445119,"student","wa","Firefox","jp","win7",4835,"laptop",16,"0"
1801067773,"personal","il","IE","jp","win7",3220,"laptop",4,"0"
1934366145,"personal","ok","IE","sp","linux",7235,"desktop",5,"0"
1707909868,"student","wa","Chrome","ko","win7",2568,"mobile",5,"0"
1975016622,"business","mn","IE","cn","win7",9163,"mobile",8,"0"
1872256896,"student","al","Chrome","cn","win7",8142,"desktop",13,"0"
1250076399,"personal","ca","Mobile","cn","win7",7628,"tablet",4,"0"
1732382676,"student","tn","Mobile","ko","win8",4107,"tablet",5,"0"
1167679497,"personal","ca","Chrome","de","win7",4876,"laptop",6,"0"
1383718892,"business","ny","Chrome","en","win8",2163,"laptop",5,"1"
1680769065,"personal","fl","IE","en","win8",9133,"mobile",17,"0"
1206474662,"business","tx","IE","cn","win7",7461,"mobile",4,"0"
1644057622,"business","wa","Safari","sp","xp",3108,"laptop",5,"0"
1482221036,"student","fl","Firefox","en","win7",266,"desktop",11,"0"
1268890430,"personal","az","Chrome","cn","Mac",2924,"tablet",7,"0"
1428291863,"business","tx","Chrome","cn","win8",48,"server",18,"0"
1706672105,"personal","fl","Chrome","en","win7",4384,"desktop",18,"1"
1245689705,"personal","mo","Safari","cn","Mac",3465,"laptop",18,"0"
1496967486,"personal","ga","Chrome","cn","win7",7559,"desktop",3,"0"
1006169141,"business","ky","Chrome","jp","win8",5617,"desktop",7,"1"
1385272891,"student","ms","Mobile","en","win7",2092,"laptop",10,"0"
1251829914,"student","ca","Firefox","cn","win7",1625,"laptop",16,"1"
1915262125,"personal","fl","IE","ru","xp",9453,"server",14,"1"
1595692842,"personal","nc","Chrome","cn","win7",7285,"laptop",12,"1"
1286455176,"personal","al","IE","fr","win7",5200,"desktop",16,"0"
1741610269,"personal","wa","Opera","cn","win7",6459,"mobile",6,"0"
1936506672,"student","il","Firefox","cn","Mac",8213,"laptop",10,"0"
1149367006,"personal","tx","Firefox","ru","win7",9871,"server",11,"0"
1860174731,"personal","tx","IE","cn","win7",8917,"laptop",17,"0"
1376150509,"student","md","Firefox","cn","Mac",6584,"desktop",17,"0"
1602449190,"personal","ok","Firefox","cn","win7",4029,"laptop",12,"0"
1683117828,"student","il","IE","en","xp",4610,"tablet",4,"0"
1816240956,"personal","nj","Mobile","pt","xp",516,"mobile",5,"1"
1053658433,"personal","sd","Safari","pt","win7",5901,"mobile",6,"0"
1497709293,"student","mi","IE","cn","win7",8298,"mobile",17,"0"
1421589321,"business","wa","Chrome","ru","win7",9596,"mobile",11,"1"
1270218121,"business","tn","IE","en","win7",9000,"laptop",10,"0"
1934346418,"personal","mi","Chrome","cn","win7",1761,"tablet",9,"0"
1595792047,"student","mi","Firefox","en","win7",3078,"mobile",9,"1"
1432207988,"business","mi","Firefox","en","win7",6471,"desktop",15,"0"
1708720291,"business","ga","IE","en","win7",3536,"laptop",18,"0"
1719457711,"personal","ma","Firefox","cn","linux",3758,"tablet",8,"0"
1123364501,"personal","la","Chrome","en","win7",3755,"mobile",10,"0"
1661340864,"business","ca","IE","en","win7",9652,"tablet",11,"0"
1917428038,"personal","il","Chrome","en","xp",7533,"laptop",6,"0"
1712997772,"personal","tn","Firefox","cn","win7",9443,"laptop",9,"0"
1663692004,"personal","tx","IE","cn","win7",1927,"mobile",8,"0"
1121099618,"business","ca","Chrome","sp","win7",2642,"laptop",4,"1"
1159055830,"personal","me","Mobile","en","win7",3321,"desktop",8,"0"
1727449680,"business","tn","IE","cn","win7",2699,"mobile",2,"0"
1429053485,"personal","ca","Mobile","sp","win7",5651,"mobile",6,"0"
1805154236,"personal","nv","Mobile","cn","win7",442,"tablet",11,"0"
1496065054,"business","tx","Firefox","sp","win7",6741,"tablet",17,"0"
1079825510,"student","tx","Chrome","cn","win7",847,"mobile",7,"0"
1555399339,"personal","mn","Mobile","en","win8",4223,"mobile",14,"0"
1642992807,"personal","oh","Chrome","de","win7",572,"laptop",10,"0"
1708149151,"personal","ar","Chrome","de","win7",9056,"desktop",7,"0"
1287614609,"student","tx","Chrome","cn","linux",324,"mobile",17,"0"
1487337044,"personal","fl","Mobile","ko","xp",8521,"tablet",12,"1"
1409171605,"student","tx","Firefox","cn","win7",1263,"tablet",18,"0"
1156211862,"personal","ga","Chrome","en","win7",5307,"mobile",4,"0"
1730254385,"personal","az","IE","jp","win7",6198,"tablet",7,"0"
1230349171,"personal","ca","Mobile","en","win7",4175,"tablet",7,"0"
1237255597,"personal","nc","IE","fr","win7",2475,"mobile",13,"0"
1646473033,"personal","ca","Firefox","cn","win7",4291,"tablet",8,"0"
1884231741,"personal","ny","Safari","sp","win7",185,"laptop",9,"0"
1899233945,"personal","mi","IE","ru","win7",9166,"tablet",4,"0"
1935449882,"personal","tx","Firefox","ru","win8",9876,"desktop",6,"0"
1435328694,"personal","wy","Safari","en","win7",1456,"desktop",15,"0"
1117971891,"student","nj","Chrome","en","win7",7893,"laptop",17,"0"
1556083134,"personal","fl","Chrome","en","xp",9123,"mobile",2,"0"
1671415425,"business","nc","Chrome","en","win7",2432,"laptop",3,"0"
1470658120,"student","ga","Mobile","cn","win7",7665,"desktop",4,"0"
1488988931,"personal","ca","IE","jp","linux",1785,"laptop",2,"0"
1905127402,"personal","ne","IE","cn","win7",2218,"desktop",5,"0"
1978574786,"business","ca","IE","ru","win7",2004,"tablet",15,"1"
1525939293,"personal","tx","Chrome","en","win7",4265,"tablet",3,"0"
1544866268,"personal","tx","Chrome","en","win7",5455,"laptop",4,"0"
1248271653,"student","md","Chrome","cn","win8",486,"mobile",7,"0"
1582174263,"personal","tn","IE","jp","xp",7162,"mobile",9,"0"
1821130163,"business","ca","Firefox","cn","win7",8441,"server",10,"0"
1652925705,"student","tx","Mobile","fr","win7",795,"desktop",2,"0"
1733659023,"business","ca","Mobile","ar","win7",7431,"laptop",11,"1"
1358986974,"personal","il","Firefox","sp","win7",2649,"laptop",12,"0"
1935738008,"personal","mn","IE","de","win7",3869,"mobile",9,"0"
1914372080,"business","in","Chrome","cn","win7",1899,"mobile",8,"0"
1439058855,"student","ca","Chrome","sp","win7",3670,"tablet",4,"0"
1175865410,"personal","tn","IE","fr","Mac",5727,"laptop",13,"0"
1189552623,"business","oh","IE","jp","win7",4961,"desktop",15,"0"
1749711701,"personal","tx","Chrome","en","win7",6324,"mobile",13,"0"
1510769182,"personal","az","Chrome","sp","win8",1457,"tablet",10,"0"
1792888865,"personal","tx","IE","sp","xp",7663,"tablet",7,"0"
1225267403,"personal","ca","Chrome","cn","xp",3600,"mobile",14,"0"
1365689019,"business","ny","IE","en","win7",9308,"mobile",3,"0"
1918134879,"business","ne","Chrome","cn","win7",1633,"tablet",1,"0"
1861626344,"business","ny","IE","en","win7",4501,"mobile",6,"0"
1334401369,"personal","tx","Chrome","fr","win7",8233,"desktop",17,"0"
1981680782,"personal","tx","IE","en","xp",9407,"server",4,"1"
1870447149,"student","il","Firefox","sp","win7",8927,"tablet",1,"0"
1640779792,"personal","mn","Firefox","sp","Mac",7364,"mobile",4,"0"
1794841154,"personal","ut","Chrome","cn","win7",1572,"laptop",11,"0"
1917331253,"business","ok","Mobile","ar","win7",5747,"laptop",12,"0"
1461516141,"personal","vt","Firefox","cn","win8",1308,"tablet",6,"0"
1875092465,"personal","ga","Mobile","sp","win7",1582,"desktop",18,"0"
1742044222,"personal","il","Firefox","sp","vista",6509,"mobile",18,"0"
1948157137,"personal","ga","Firefox","sp","Mac",7855,"tablet",16,"0"
1811950710,"personal","or","IE","fr","win8",3915,"mobile",6,"1"
1086312031,"personal","ks","Chrome","pt","win7",2425,"mobile",14,"0"
1739301333,"business","fl","Chrome","jp","Mac",3530,"laptop",16,"0"
1193054615,"business","ca","Mobile","cn","win8",8466,"tablet",3,"0"
1680878026,"personal","ok","Chrome","cn","win7",5064,"laptop",3,"0"
1793448124,"business","nc","Safari","en","win8",5702,"laptop",12,"0"
1242936089,"personal","in","Firefox","jp","win7",911,"desktop",6,"0"
1150469494,"personal","pa","Chrome","cn","Mac",4678,"desktop",7,"0"
1066166691,"personal","tx","Chrome","cn","linux",8127,"desktop",17,"0"
1304596743,"student","ca","Chrome","pt","win7",7446,"mobile",4,"0"
1211213704,"personal","wa","IE","en","win7",421,"tablet",10,"0"
1223908453,"personal","pa","Firefox","cn","win8",9223,"laptop",10,"0"
1307044232,"personal","ca","Chrome","sp","vista",7120,"laptop",2,"0"
1477990938,"personal","il","IE","pt","win7",4377,"desktop",2,"0"
1395278131,"personal","ca","Firefox","en","win7",6313,"laptop",7,"0"
1427511152,"personal","mn","Firefox","en","nt",3295,"tablet",18,"0"
1291890067,"personal","il","Chrome","cn","Mac",9186,"desktop",18,"0"
1596781063,"personal","mi","Chrome","en","win7",7913,"tablet",12,"1"
1299419633,"student","ca","Chrome","en","win8",3758,"desktop",11,"0"
1039650534,"personal","mn","Mobile","ar","nt",7211,"mobile",17,"0"
1333042810,"business","ny","Mobile","en","win8",4504,"laptop",11,"0"
1539989083,"student","va","Firefox","cn","win7",3743,"laptop",11,"0"
1244358996,"business","ca","IE","cn","win7",3003,"tablet",14,"0"
1775387825,"student","ca","Chrome","pt","win7",5450,"tablet",12,"1"
1298317271,"personal","tx","Firefox","cn","xp",7609,"tablet",14,"0"
1385789293,"business","nc","Safari","en","win7",8641,"laptop",3,"0"
1755057832,"personal","co","Firefox","jp","win7",1006,"desktop",4,"0"
1054113664,"business","mi","Chrome","en","win7",1318,"mobile",13,"1"
1867153579,"personal","az","Firefox","en","win7",121,"laptop",3,"0"
1023555646,"personal","ms","IE","pt","win7",3849,"tablet",5,"0"
1571332901,"personal","nj","Chrome","sp","Mac",9227,"server",1,"0"
1856785060,"business","nj","Firefox","ar","win8",328,"desktop",11,"1"
1669122274,"personal","fl","IE","cn","win8",4206,"tablet",13,"0"
1988227150,"personal","fl","Safari","en","win7",727,"desktop",7,"0"
1277453202,"personal","ny","Chrome","ar","win7",7371,"desktop",3,"0"
1683996306,"personal","tx","Firefox","cn","xp",9805,"tablet",16,"0"
1542755757,"personal","fl","Chrome","cn","Mac",4318,"mobile",13,"0"
1344598439,"business","tx","IE","cn","win7",300,"desktop",15,"0"
1029167051,"personal","nd","IE","ko","win7",2171,"desktop",16,"0"
1508630468,"business","al","Firefox","sp","xp",9464,"tablet",12,"0"
1126164325,"personal","ny","IE","en","win8",1185,"tablet",6,"0"
1585336662,"business","nh","Mobile","cn","win8",7675,"tablet",17,"0"
1005231252,"personal","oh","Safari","cn","xp",6359,"desktop",5,"0"
1826191971,"personal","nj","Chrome","ru","win7",8577,"laptop",9,"0"
1779803874,"personal","fl","Mobile","cn","linux",135,"mobile",7,"0"
1933184377,"personal","hi","Firefox","en","win7",2281,"tablet",10,"0"
1983591518,"personal","pa","IE","cn","win7",5852,"laptop",10,"0"
1497208919,"personal","fl","IE","sp","win8",6649,"mobile",4,"0"
1500525205,"student","tx","IE","cn","win8",4678,"mobile",4,"0"
1699195410,"personal","mi","IE","en","linux",53,"desktop",10,"0"
1524340882,"student","mo","IE","ru","win7",8028,"laptop",17,"1"
1063710249,"business","ga","IE","cn","xp",8281,"tablet",17,"0"
1737208809,"business","mo","Firefox","cn","win7",7007,"mobile",11,"0"
1458198393,"business","ok","Opera","sp","xp",8882,"mobile",2,"1"
1273885406,"personal","ma","Chrome","en","win7",8875,"desktop",13,"0"
1513919343,"student","mn","Chrome","de","win7",7815,"tablet",2,"0"
1783314977,"student","co","Chrome","cn","linux",1035,"laptop",16,"0"
1156968716,"business","tx","Chrome","en","win7",279,"tablet",4,"0"
1968885476,"business","ca","Chrome","en","win7",7185,"laptop",17,"0"
1086708847,"student","ia","Mobile","cn","xp",9408,"tablet",12,"0"
1304514051,"personal","ok","Chrome","en","win7",4068,"tablet",5,"0"
1131086980,"personal","fl","Chrome","cn","win7",840,"tablet",9,"0"
1286094938,"student","mi","Chrome","en","win7",831,"server",1,"0"
1942813576,"business","ok","IE","cn","win7",9801,"tablet",18,"0"
1053100417,"student","tx","Chrome","pt","win8",8630,"desktop",4,"0"
1060904064,"personal","fl","Chrome","cn","xp",9083,"laptop",13,"0"
1840279609,"business","fl","Chrome","ko","win8",4948,"desktop",17,"1"
1355094059,"personal","ks","Firefox","en","win7",2798,"mobile",5,"0"
1804812068,"personal","pa","Firefox","pt","Mac",3932,"desktop",15,"0"
1465091650,"business","co","IE","fr","win7",8064,"server",11,"0"
1075685849,"business","or","Safari","cn","Mac",895,"laptop",16,"0"
1029670954,"student","va","Chrome","de","win7",6906,"tablet",6,"0"
1427433985,"personal","mi","IE","pt","win7",2700,"tablet",14,"0"
1897353953,"personal","ma","Safari","cn","win7",3510,"desktop",9,"0"
1231897236,"student","ky","Chrome","pt","win7",9618,"laptop",12,"0"
1311974298,"personal","co","Chrome","cn","win7",4712,"tablet",15,"0"
1094957421,"student","il","Chrome","cn","win7",868,"desktop",1,"0"
1927130810,"student","pa","IE","fr","xp",4103,"mobile",18,"0"
1772976363,"student","pa","Chrome","en","xp",7994,"tablet",1,"0"
1609163164,"personal","oh","Chrome","jp","win7",8565,"tablet",2,"0"
1965314160,"business","nc","Chrome","cn","win7",3807,"laptop",14,"1"
1530533941,"student","ms","Mobile","en","win7",2292,"desktop",6,"0"
1974477726,"student","ca","Firefox","cn","win7",4716,"laptop",11,"0"
1497398516,"business","hi","Opera","sp","win7",4683,"mobile",11,"1"
1025683910,"student","oh","Mobile","sp","linux",7285,"laptop",11,"0"
1005388412,"personal","nj","Chrome","de","win7",3954,"tablet",8,"0"
1269815638,"student","pa","Chrome","jp","win8",3645,"tablet",9,"0"
1553775073,"personal","ut","IE","ru","win7",577,"tablet",6,"0"
1541525069,"personal","sc","Firefox","ko","linux",5865,"laptop",17,"0"
1115105470,"business","ky","Chrome","jp","win8",4574,"desktop",4,"0"
1060527328,"student","al","Chrome","de","xp",4940,"laptop",3,"0"
1132762713,"personal","nc","Chrome","en","win7",341,"laptop",6,"0"
1783858335,"business","de","Safari","sp","win7",2951,"tablet",6,"0"
1461192019,"personal","nj","Mobile","ru","win8",7765,"laptop",3,"0"
1854520766,"personal","pa","Chrome","en","win8",2935,"desktop",13,"0"
1148625957,"personal","fl","IE","en","win7",6515,"laptop",18,"0"
1416561718,"personal","ca","Mobile","en","xp",7429,"tablet",16,"0"
1216785490,"personal","al","Chrome","cn","win7",2566,"laptop",3,"0"
1548343824,"business","ks","Chrome","cn","xp",4724,"laptop",7,"0"
1566465290,"personal","ny","Firefox","pt","win8",794,"laptop",12,"0"
1015871144,"student","or","IE","en","Mac",1787,"laptop",8,"0"
1685172900,"personal","tx","IE","pt","win7",4282,"tablet",7,"0"
1871027507,"personal","pa","Chrome","en","win7",2761,"mobile",12,"0"
1922594028,"personal","wi","Firefox","sp","win7",9551,"laptop",4,"0"
1619875028,"business","wa","Mobile","en","win7",3830,"tablet",18,"0"
1065241623,"student","oh","Chrome","en","win7",6950,"laptop",5,"0"
1272390330,"business","mo","IE","pt","win7",9613,"laptop",3,"0"
1270660706,"student","tn","Mobile","en","xp",3488,"desktop",3,"1"
1896243330,"personal","nv","Chrome","en","win7",8878,"mobile",11,"0"
1044504168,"personal","ny","Chrome","cn","win7",637,"tablet",3,"0"
1091860663,"personal","mn","Mobile","cn","win7",4380,"tablet",3,"0"
1950041063,"personal","ca","IE","pt","win7",4086,"tablet",17,"0"
1387208237,"personal","or","Mobile","en","xp",9726,"desktop",5,"0"
1738537883,"business","ny","Chrome","cn","Mac",4048,"laptop",5,"0"
1726010998,"personal","ca","Firefox","cn","win7",8641,"desktop",2,"0"
1614945981,"student","fl","Mobile","sp","xp",9644,"desktop",1,"0"
1579135368,"student","tx","Chrome","cn","win7",8594,"tablet",7,"0"
1118571751,"personal","ca","IE","sp","win7",496,"desktop",9,"0"
1415272556,"personal","al","IE","en","win7",3624,"tablet",3,"0"
1676260838,"personal","in","Firefox","cn","win7",8695,"tablet",7,"0"
